ias_kt,palt_ft,oat_c,pitch_deg,roll_deg,flight_path_deg,derived_aoa_deg,tas_mps,kalman_alt_ft,kalman_vsi_fpm,earth_vert_g,tone_freq_hz,tone_level
85.6200,5649.7300,0.0000,-43.5654,-9.6135,-90.0000,46.0298,49.0237,5651.6416,-21112.6387,-0.2891,20.0000,2
98.7500,6214.5898,0.0000,-43.1530,-9.3435,-90.0000,46.4650,49.0237,5666.2222,-18162.1934,-0.5710,20.0000,2
97.4900,6764.8799,0.0000,-42.5587,-8.9689,-90.0000,47.0900,49.0237,5696.4614,-12391.9814,-0.3922,20.0000,2
105.1800,7229.2798,0.0000,-41.7130,-8.3907,-26.5837,-15.3986,49.0237,5739.6626,-4318.5571,-0.3755,0.0000,0
107.3200,7746.6602,0.0000,-41.2169,-7.7540,30.0082,-71.8020,63.7640,5797.1650,6277.5371,-0.6715,0.0000,0
116.3100,7679.4302,0.0000,-40.8947,-7.0498,90.0000,-131.1100,63.7640,5851.9019,16227.0508,0.0279,0.0000,0
106.8600,7860.4102,0.0000,-40.5345,-6.4201,90.0000,-130.7126,63.7640,5911.0605,26854.8066,-0.0302,0.0000,0
111.0300,7957.6401,0.0000,-40.1541,-5.8554,90.0000,-130.3019,63.7640,5972.1567,37691.5938,-0.1667,0.0000,0
109.5600,8067.8901,0.0000,-39.7260,-5.2088,90.0000,-129.8426,65.4570,6035.5308,48794.6758,-0.6642,0.0000,0
109.9500,7877.2998,0.0000,-39.4478,-4.6275,90.0000,-129.5396,65.4570,6092.4565,58550.2031,-0.3290,0.0000,0
103.9400,7495.2798,0.0000,-39.3871,-4.1833,90.0000,-129.4620,65.4570,6137.4897,65975.7891,-0.3270,0.0000,0
109.2600,7262.4199,0.0000,-39.5030,-3.8142,90.0000,-129.5654,65.4570,6175.0869,71922.1406,-0.2174,0.0000,0
113.0000,6895.7202,0.0000,-39.7515,-3.4938,90.0000,-129.8040,66.1494,6201.4878,75724.8750,-0.2992,0.0000,0
107.4700,6464.3101,0.0000,-40.2206,-3.3206,90.0000,-130.2681,66.1494,6214.9751,77105.1797,-0.3552,0.0000,0
88.8900,6178.4902,0.0000,-40.8678,-3.2402,90.0000,-130.9132,66.1494,6219.9312,76904.2656,-0.2072,0.0000,0
90.9100,6018.5698,0.0000,-41.6192,-3.3164,90.0000,-131.6669,66.1494,6220.1108,75835.5078,-0.0683,0.0000,0
75.2500,5803.8999,0.0000,-41.3836,-3.3948,90.0000,-131.4335,43.2055,6214.0015,73637.6875,-0.3404,0.0000,0
70.6200,5347.4600,0.0000,-41.3796,-3.6491,90.0000,-131.4373,43.2055,6194.7319,69092.0078,-0.4346,0.0000,0
65.4200,5047.9302,0.0000,-41.5431,-3.9693,90.0000,-131.6114,43.2055,6167.0303,63099.2344,-0.2482,0.0000,0
79.8500,5040.1899,0.0000,-41.6865,-4.3335,90.0000,-131.7680,43.2055,6139.4497,57231.4062,-0.2361,0.0000,0
101.5700,5492.3599,0.0000,-42.1757,-4.4236,90.0000,-132.2608,57.9918,6125.2642,53876.1914,-0.1864,0.0000,0
103.5300,6138.4502,0.0000,-42.3906,-4.5533,90.0000,-132.4808,57.9918,6129.8403,53934.7031,-0.1609,0.0000,0
110.0600,6294.9399,0.0000,-42.5342,-4.5313,90.0000,-132.6236,57.9918,6138.7949,54772.3594,-0.3334,0.0000,0
81.7800,6186.5200,0.0000,-42.7068,-4.4977,90.0000,-132.7949,57.9918,6144.4365,55007.9102,-0.3070,0.0000,0
76.9100,6086.4399,0.0000,-42.3251,-4.4847,90.0000,-132.4125,44.3822,6147.0488,54700.4570,-0.3529,0.0000,0
75.5500,5669.4502,0.0000,-42.1757,-4.6763,90.0000,-132.2708,44.3822,6137.5854,52271.0430,-0.2750,0.0000,0
67.6200,5253.8101,0.0000,-42.2767,-4.9336,90.0000,-132.3826,44.3822,6116.2866,47808.1133,-0.2977,0.0000,0
49.6300,5001.5000,0.0000,-42.5394,-5.2290,90.0000,-132.6584,44.3822,6088.0415,42211.0469,-0.3861,0.0000,0
102.7400,5242.1201,0.0000,-43.3007,-5.4279,90.0000,-133.4293,58.3953,6067.1016,37987.3359,-0.0089,0.0000,0
94.1700,6002.6201,0.0000,-43.5669,-5.4636,90.0000,-133.6972,58.3953,6068.2183,37658.9570,0.0613,0.0000,0
85.2000,6298.9600,0.0000,-43.6401,-5.3969,90.0000,-133.7672,58.3953,6077.7466,38786.3164,-0.1702,0.0000,0
91.7700,6525.0000,0.0000,-43.6003,-5.2457,90.0000,-133.7204,58.3953,6093.5298,40964.9609,-0.2683,0.0000,0
97.3900,7076.4902,0.0000,-43.1629,-4.9238,90.0000,-133.2686,57.1926,6124.7231,45733.8359,0.1906,0.0000,0
117.2600,7374.4800,0.0000,-42.4759,-4.5512,90.0000,-132.5660,57.1926,6163.8423,51765.8672,-0.5625,0.0000,0
128.5800,7591.4199,0.0000,-41.7348,-4.0467,90.0000,-131.8058,57.1926,6208.4204,58611.2109,-0.2028,0.0000,0
116.6200,7662.6499,0.0000,-41.0054,-3.6189,90.0000,-131.0621,57.1926,6254.2178,65538.1719,-0.6398,0.0000,0
104.4700,7713.0200,0.0000,-40.4854,-3.2109,90.0000,-130.5298,62.0345,6300.6123,72441.7891,-0.5219,0.0000,0
108.4300,7629.1099,0.0000,-40.0648,-2.8460,90.0000,-130.0996,62.0345,6343.7866,78685.4453,-0.5218,0.0000,0
107.1400,7474.4199,0.0000,-39.7719,-2.5503,90.0000,-129.7999,62.0345,6381.7964,83962.0938,-0.5117,0.0000,0
110.9200,7734.0400,0.0000,-39.3882,-2.0908,90.0000,-129.4069,62.0345,6426.3843,90227.0391,-0.4830,0.0000,0
117.4000,7755.0698,0.0000,-39.3951,-1.5959,90.0000,-129.4060,69.7632,6470.7178,96338.3750,-0.3354,0.0000,0
122.9600,7599.7900,0.0000,-39.4666,-1.1460,90.0000,-129.4722,69.7632,6509.8604,101496.8203,-0.3416,0.0000,0
120.5300,6944.9199,0.0000,-39.9813,-0.9598,90.0000,-129.9852,69.7632,6529.9346,103471.0781,-0.2149,0.0000,0
108.3100,6415.8198,0.0000,-40.7586,-0.9899,90.0000,-130.7628,69.7632,6534.8281,102964.1953,-0.3019,0.0000,0
109.1800,6387.5801,0.0000,-41.2486,-1.0418,90.0000,-131.2533,63.3424,6538.7578,102307.9219,0.0532,0.0000,0
89.9800,6294.9399,0.0000,-41.7646,-1.1116,90.0000,-131.7700,63.3424,6539.9707,101230.6797,-0.4368,0.0000,0
80.5000,5982.6899,0.0000,-42.4420,-1.3782,90.0000,-132.4503,63.3424,6532.4453,98786.7891,-0.3172,0.0000,0
69.6500,5570.9502,0.0000,-43.3895,-1.7541,90.0000,-133.4029,63.3424,6513.6128,94600.6562,-0.3769,0.0000,0
52.7400,5253.8101,0.0000,-42.9553,-2.0916,90.0000,-132.9744,29.9827,6486.2949,89149.0234,-0.4043,0.0000,0
13.3600,5273.2998,0.0000,-43.5579,-2.4439,0.0000,-133.5840,29.9827,6459.9458,0.0000,-0.2683,0.0000,0
15.6000,5261.6001,0.0000,-44.1636,-2.7915,0.0000,-134.1976,29.9827,6433.6855,0.0000,-0.2928,0.0000,0
10.9600,5292.7998,0.0000,-44.7439,-3.1627,0.0000,-134.7876,29.9827,6408.6899,0.0000,-0.4386,0.0000,0
9.3600,5261.6001,0.0000,-45.3393,-3.4929,0.0000,-135.3925,5.3219,6383.2407,0.0000,-0.3084,0.0000,0
12.3500,5261.6001,0.0000,-45.9448,-3.7956,0.0000,-136.0076,5.3219,6358.1997,0.0000,-0.3975,0.0000,0
10.0300,5261.6001,0.0000,-46.5358,-4.0881,0.0000,-136.6086,5.3219,6333.5649,0.0000,-0.4137,0.0000,0
